palabra,ico-m,ico-sd,palabra_noaccents
lumbalgia,3.9,2.426,lumbalgia
lumbre,2.682,1.836,lumbre
luminosa,2.84,1.818,luminosa
lupa,2.0,1.345,lupa
lupus,1.625,1.258,lupus
lustre,2.6,1.658,lustre
lustro,1.947,1.615,lustro
lustroso,1.905,1.375,lustroso
luto,2.952,1.91,luto
luxemburguesa,1.667,1.572,luxemburguesa
lycra,2.96,1.925,lycra
macabro,3.81,1.806,macabro
macarena,2.96,1.904,macarena
macedonio,2.143,1.236,macedonio
machacar,3.739,1.912,machacar
macho,4.2,2.021,macho
machorra,4.0,1.773,machorra
maciza,3.958,2.032,maciza
macizo,3.542,2.245,macizo
madame,4.0,1.972,madame
madera,2.455,1.765,madera
maderera,2.588,1.839,maderera
madreselva,2.217,1.622,madreselva
madridista,3.318,2.124,madridista
madrigal,2.571,1.886,madrigal
madriguera,1.55,0.887,madriguera
madrileño,1.571,1.434,madrileno
madrina,2.32,1.547,madrina
madroño,2.882,2.088,madrono
madrugada,3.0,2.255,madrugada
madura,3.0,1.732,madura
madurar,1.818,1.14,madurar
madurez,2.6,1.984,madurez
maduro,3.609,2.388,maduro
maestre,2.1,1.165,maestre
maestría,2.81,1.806,maestria
mafia,3.0,1.924,mafia
magazín,3.0,1.883,magazin
magenta,1.773,1.066,magenta
magia,3.182,1.991,magia
magisterio,2.125,1.424,magisterio
magistrada,1.5,0.964,magistrada
magistrado,2.182,1.468,magistrado
magistratura,3.0,1.954,magistratura
magma,3.591,1.79,magma
magna,2.421,1.644,magna
magnánimo,3.15,2.346,magnanimo
magnate,2.522,1.377,magnate
magnesio,2.88,2.088,magnesio
magnético,3.545,2.041,magnetico
magnetismo,2.381,1.465,magnetismo
magnificencia,2.278,1.602,magnificencia
magnífico,4.227,2.114,magnifico
magnitud,3.238,1.895,magnitud
magnolia,2.652,2.124,magnolia
mágnum,4.13,2.341,magnum
magrebí,2.5,1.896,magrebi
mahonesa,2.048,1.465,mahonesa
maillot,3.056,1.662,maillot
maíz,2.364,1.706,maiz
majadero,2.45,1.669,majadero
majestad,1.571,0.746,majestad
majestuoso,3.667,2.198,majestuoso
mal,3.76,1.943,mal
mala,3.286,1.765,mala
malagueño,2.591,1.869,malagueno
malasangre,2.6,1.93,malasangre
maldecir,3.571,2.087,maldecir
maldita,2.364,1.677,maldita
malentendido,3.2,2.142,malentendido
maletín,2.545,1.993,maletin
maleza,2.727,1.956,maleza
malicioso,3.238,1.868,malicioso
maligno,4.6,1.915,maligno
malla,3.261,2.005,malla
mallorquín,2.227,1.798,mallorquin
malnacido,3.56,2.002,malnacido
malnutrición,2.591,1.919,malnutricion
malparido,4.04,2.091,malparido
malta,2.0,1.106,malta
malva,2.455,1.711,malva
malversación,3.24,2.067,malversacion
mama,5.32,1.952,mama
mamá,5.143,2.104,mama
mamada,4.05,1.638,mamada
mamarracho,3.0,1.979,mamarracho
mambo,3.476,1.99,mambo
mamón,4.429,2.204,mamon
mamporrero,4.091,2.158,mamporrero
mamut,4.435,2.041,mamut
manada,3.95,2.373,manada
mánager,2.364,1.965,manager
mancha,3.72,2.072,mancha
manchego,2.952,1.687,manchego
manco,2.333,1.659,manco
mancomunidad,2.64,1.823,mancomunidad
mandada,2.429,1.326,mandada
mandado,2.52,1.735,mandado
mandamiento,3.0,1.826,mandamiento
mandar,1.524,1.209,mandar
mandarín,1.905,1.179,mandarin
mandarina,3.04,2.318,mandarina
mandatario,2.773,1.572,mandatario
mandato,2.273,1.579,mandato
mandé,2.167,1.494,mande
mandíbula,4.2,2.291,mandibula
manejable,3.6,1.936,manejable
manejar,2.455,1.819,manejar
manganeso,1.696,1.146,manganeso
manía,2.364,1.529,mania
manicomio,2.455,1.87,manicomio
manifestación,2.619,1.857,manifestacion
manifestar,3.4,1.756,manifestar
manifiesto,2.35,1.348,manifiesto
maniobra,3.16,1.772,maniobra
maniobrar,3.92,1.891,maniobrar
manipulación,3.391,1.971,manipulacion
manipular,2.409,1.817,manipular
manjar,2.955,2.011,manjar
manojo,4.143,1.558,manojo
manoletina,1.882,1.364,manoletina
manopla,2.826,1.85,manopla
mansedumbre,2.444,1.542,mansedumbre
mansión,4.32,2.015,mansion
manteca,2.19,1.834,manteca
mantener,2.292,1.268,mantener
mantenida,2.364,1.891,mantenida
mantenimiento,2.739,1.888,mantenimiento
mantillo,2.952,1.857,mantillo
mantis,2.053,1.311,mantis
manufactura,2.25,1.916,manufactura
manufacturera,2.5,1.719,manufacturera
manutención,1.429,0.676,manutencion
manzanilla,2.92,2.04,manzanilla
manzano,6.182,1.622,manzano
maña,2.88,1.716,mana
mañana,3.0,2.028,manana
mapa,2.227,1.901,mapa
maqueta,2.32,1.406,maqueta
maquinar,3.92,2.06,maquinar
maquinaria,2.955,2.149,maquinaria
maquinista,2.818,1.991,maquinista
maracas,4.333,1.56,maracas
maracuyá,2.368,1.77,maracuya
maraña,2.062,1.389,marana
maratón,2.682,1.701,maraton
maravillosa,4.0,2.0,maravillosa
marcador,2.739,1.936,marcador
marcapáginas,3.7,2.536,marcapaginas
marcha,3.227,1.974,marcha
marchar,4.12,1.787,marchar
marchita,2.88,1.666,marchita
marcial,2.696,1.608,marcial
marciana,3.13,2.361,marciana
marea,2.708,2.116,marea
marejada,3.278,1.841,marejada
maremoto,3.783,1.976,maremoto
mareo,4.28,1.72,mareo
marfil,6.32,1.282,marfil
margarita,2.3,1.809,margarita
marginal,3.88,1.74,marginal
marginalidad,2.48,1.939,marginalidad
maricón,2.348,1.748,maricon
marihuana,3.0,2.021,marihuana
marimacho,4.333,1.983,marimacho
marina,2.143,1.682,marina
marinero,3.286,1.978,marinero
marino,2.762,1.446,marino
marioneta,3.0,1.893,marioneta
mariposón,3.88,2.007,mariposon
mariscal,2.826,1.557,mariscal
marisma,3.333,1.97,marisma
marítima,3.045,1.864,maritima
marítimo,4.65,1.954,maritimo
marketing,3.524,2.089,marketing
mármol,2.6,1.683,marmol
marmotear,3.636,1.891,marmotear
marmullar,3.944,1.798,marmullar
marquesa,2.773,1.95,marquesa
marquesado,2.136,1.642,marquesado
marramáu,4.429,2.441,marramau
marramiau,5.65,1.981,marramiau
marrón,3.182,2.281,marron
marroquí,2.364,1.677,marroqui
marta,2.0,1.904,marta
martín,1.609,0.941,martin
martini,2.28,1.768,martini
marxismo,3.04,2.091,marxismo
marxista,3.16,1.972,marxista
marzo,2.261,1.738,marzo
más,5.52,1.917,mas
masa,3.0,1.852,masa
masculino,2.714,1.678,masculino
masía,2.0,1.506,masia
masiva,3.72,1.838,masiva
masonería,2.36,1.44,masoneria
master,2.84,2.115,master
máster,4.286,2.148,master
mástil,3.458,1.382,mastil
masturbar,2.458,1.444,masturbar
mata,3.92,2.197,mata
matadero,4.261,2.094,matadero
matador,4.0,1.848,matador
matemáticas,2.45,2.064,matematicas
materialismo,4.12,1.9,materialismo
materialista,2.048,1.499,materialista
materialización,2.76,1.855,materializacion
materializar,3.0,1.658,materializar
materna,3.818,2.039,materna
maternal,3.429,1.832,maternal
matinal,2.048,1.359,matinal
matiz,2.375,1.996,matiz
matizar,2.45,1.432,matizar
mato,2.8,1.732,mato
matorral,3.136,1.781,matorral
matrícula,3.4,2.121,matricula
matriculación,3.522,2.233,matriculacion
matricular,2.96,1.767,matricular
matrimonial,2.833,1.88,matrimonial
matriz,2.545,1.945,matriz
matrona,3.0,1.703,matrona
matutino,3.429,1.72,matutino
mausoleo,2.25,1.888,mausoleo
maxilar,2.333,1.609,maxilar
máxima,4.476,1.806,maxima
máxime,3.25,2.074,maxime
maximizar,5.64,1.8,maximizar
máximo,4.667,1.494,maximo
maya,1.571,1.165,maya
mayo,2.4,1.848,mayo
mayor,3.286,1.793,mayor
mayorazgo,3.52,1.828,mayorazgo
mayoría,4.227,2.137,mayoria
mayoritario,3.227,1.875,mayoritario
mayúscula,3.087,2.172,mayuscula
maza,3.833,1.606,maza
mazmorra,3.955,1.988,mazmorra
mazo,4.28,2.301,mazo
meacamas,2.438,2.128,meacamas
meandro,1.647,1.169,meandro
meapilas,3.529,2.294,meapilas
mear,1.81,1.601,mear
meca,2.684,2.237,meca
mecanizado,4.2,1.414,mecanizado
mecano,1.75,1.07,mecano
mecanógrafo,3.76,2.521,mecanografo
mecer,2.571,1.72,mecer
mecha,2.714,1.901,mecha
medallero,2.05,1.504,medallero
medallón,3.952,1.857,medallon
mediación,1.952,1.322,mediacion
mediador,3.24,1.615,mediador
mediana,2.571,1.886,mediana
medianoche,3.913,1.929,medianoche
mediar,3.08,1.913,mediar
medias,1.952,1.322,medias
mediático,3.273,1.778,mediatico
médica,2.25,1.86,medica
medicación,3.158,2.062,medicacion
medicamento,2.842,1.708,medicamento
médicas,2.1,1.832,medicas
medicinal,3.318,1.937,medicinal
medición,2.542,1.503,medicion
medida,2.96,1.791,medida
medidor,3.227,2.181,medidor
medieval,2.682,2.124,medieval
medioambiental,2.55,1.932,medioambiental
medioambiente,3.4,1.818,medioambiente
mediocampista,3.12,2.108,mediocampista
mediocre,3.136,1.781,mediocre
mediocridad,2.542,1.793,mediocridad
mediodía,3.958,2.136,mediodia
medir,3.087,1.905,medir
meditar,2.952,1.91,meditar
mediterráneo,3.391,1.901,mediterraneo
médula,2.739,1.711,medula
medular,2.091,1.342,medular
mejilla,2.96,1.859,mejilla
mejor,3.0,1.936,mejor
mejora,2.5,1.792,mejora
mejoramiento,2.96,1.567,mejoramiento
mejoría,2.737,1.628,mejoria
mejoro,2.222,1.629,mejoro
melancolía,3.273,1.907,melancolia
melancólico,3.45,2.114,melancolico
mella,1.625,0.744,mella
melocotón,2.909,1.77,melocoton
melocotonar,3.261,1.789,melocotonar
melocotonero,3.75,2.337,melocotonero
melódica,4.48,1.782,melodica
melódico,4.0,1.978,melodico
melodrama,3.48,2.124,melodrama
melón,1.833,1.167,melon
membrana,3.44,1.917,membrana
membrillo,2.381,1.746,membrillo
memo,3.524,2.205,memo
memorable,3.72,2.319,memorable
memorando,4.0,1.732,memorando
memorándum,2.455,1.92,memorandum
memorial,2.409,1.681,memorial
mención,2.476,1.662,mencion
mencionar,2.0,1.595,mencionar
mendigo,2.429,1.469,mendigo
mendrugo,3.52,1.782,mendrugo
menester,2.4,1.353,menester
menestra,2.043,1.224,menestra
mengua,2.294,1.829,mengua
meningitis,3.292,2.136,meningitis
menor,3.75,2.049,menor
menos,2.76,1.64,menos
menoscabo,2.435,1.441,menoscabo
menospreciar,3.682,2.124,menospreciar
mensajería,2.143,1.74,mensajeria
mensual,2.909,2.136,mensual
menta,2.714,1.901,menta
mentalidad,3.64,1.934,mentalidad
mentar,2.0,1.177,mentar
mentecato,2.9,1.553,mentecato
mento,1.353,0.862,mento
mentor,2.609,1.725,mentor
menú,2.619,1.91,menu
menudo,1.84,1.281,menudo
meollo,2.737,1.447,meollo
mequetrefe,4.667,1.685,mequetrefe
mera,1.895,1.663,mera
mercadotecnia,2.0,1.648,mercadotecnia
mercancía,2.727,1.932,mercancia
mercante,1.955,1.327,mercante
mercantil,3.571,1.66,mercantil
merced,2.48,1.917,merced
mercurio,1.542,1.179,mercurio
merecedor,2.7,1.895,merecedor
merecer,1.864,1.356,merecer
merengue,3.043,1.87,merengue
meridiano,3.0,1.826,meridiano
meridional,2.095,1.3,meridional
merluza,2.864,2.189,merluza
merma,2.231,1.691,merma
meseta,2.917,2.041,meseta
mesilla,3.36,1.912,mesilla
mesita,3.72,2.031,mesita
mesón,3.88,1.878,meson
mestiza,2.762,1.841,mestiza
mestizaje,3.292,1.989,mestizaje
mestizo,2.045,1.362,mestizo
mesura,1.143,0.655,mesura
meta,2.708,1.756,meta
metabolismo,3.12,2.297,metabolismo
metacrilato,2.88,2.166,metacrilato
metafísica,2.52,1.503,metafisica
metáfora,2.739,1.864,metafora
metálica,4.15,2.033,metalica
metálico,2.571,1.535,metalico
metalurgia,3.857,2.007,metalurgia
metano,2.762,2.047,metano
meteorito,2.5,1.769,meteorito
meteorología,3.05,1.986,meteorologia
meteorológica,2.636,1.59,meteorologica
meter,2.409,1.79,meter
metódico,2.92,1.956,metodico
metodología,2.32,1.6,metodologia
metodológico,3.7,2.408,metodologico
metralla,4.318,1.81,metralla
métrica,3.25,1.847,metrica
metrópoli,3.043,1.821,metropoli
metropolitana,2.913,1.782,metropolitana
mexicano,3.238,2.234,mexicano
mezcla,3.24,2.241,mezcla
mezclar,3.095,1.786,mezclar
mezquina,2.75,2.221,mezquina
mezquino,2.826,1.749,mezquino
mezzosoprano,2.778,1.801,mezzosoprano
micra,3.091,2.022,micra
micro,3.333,2.371,micro
micrómetro,2.647,1.579,micrometro
microondas,3.174,2.125,microondas
micropana,3.0,1.904,micropana
microprocesador,3.667,2.334,microprocesador
microsegundo,3.2,1.893,microsegundo
mierda,3.96,2.371,mierda
migración,3.45,2.012,migracion
migraña,2.905,1.868,migrana
migratoria,2.68,1.492,migratoria
mil,2.1,1.41,mil
milagrosa,3.72,1.99,milagrosa
milenario,4.5,2.188,milenario
milenio,3.381,2.061,milenio
milésima,4.04,1.904,milesima
milicia,2.778,2.074,milicia
mililitro,4.24,2.26,mililitro
milímetro,3.08,2.178,milimetro
milisegundo,3.75,2.289,milisegundo
militancia,2.28,1.339,militancia
militante,3.08,1.913,militante
militarización,3.381,2.012,militarizacion
milla,1.2,0.696,milla
millar,3.667,2.099,millar
millón,2.591,1.919,millon
millonésima,5.12,1.74,millonesima
mimbre,2.68,1.651,mimbre
mimosa,4.958,1.805,mimosa
minar,2.591,1.817,minar
mindundi,3.368,2.006,mindundi
minera,2.9,1.832,minera
mineral,2.182,1.651,mineral
mineralogía,2.8,1.936,mineralogia
minería,2.458,1.933,mineria
minero,3.0,2.0,minero
minga,1.722,1.674,minga
miniatura,4.8,2.167,miniatura
miniaturas,3.227,2.137,miniaturas
minibús,4.12,2.472,minibus
minimalista,4.08,2.499,minimalista
mínimo,4.05,2.417,minimo
miniserie,3.789,2.07,miniserie
ministerial,2.947,1.9,ministerial
ministerio,3.05,2.064,ministerio
minoría,4.35,2.183,minoria
minorista,3.5,2.041,minorista
minoritario,2.8,1.735,minoritario
minuciosidad,3.045,2.257,minuciosidad
minucioso,2.909,2.114,minucioso
minúscula,3.375,2.242,minuscula
minuto,2.304,1.941,minuto
mío,5.28,1.815,mio
miocardio,3.417,1.886,miocardio
miopía,3.08,1.977,miopia
mirada,1.571,1.165,mirada
mirado,2.091,1.509,mirado
mirador,1.952,1.431,mirador
mirar,2.44,1.325,mirar
mirasol,2.933,1.981,mirasol
mirlo,2.684,1.945,mirlo
misa,2.88,1.922,misa
miserable,2.25,1.65,miserable
misericordia,3.0,1.893,misericordia
misericordioso,2.75,1.595,misericordioso
mísero,2.476,1.632,misero
misión,2.87,1.604,mision
misionera,3.4,1.893,misionera
mismo,2.0,1.183,mismo
mistela,2.357,1.598,mistela
misterioso,3.545,1.969,misterioso
mística,3.68,2.096,mistica
misticismo,3.182,1.868,misticismo
mítico,2.381,1.532,mitico
mitigar,2.304,1.55,mitigar
mitin,1.5,0.894,mitin
mito,2.95,2.395,mito
mitología,3.762,2.071,mitologia
mitológico,2.6,1.789,mitologico
mixta,3.696,2.204,mixta
mixtas,3.72,1.745,mixtas
mobiliario,2.72,1.745,mobiliario
mocasín,2.3,1.625,mocasin
moción,1.778,0.878,mocion
mocoso,3.227,1.824,mocoso
moda,2.85,1.387,moda
modal,2.571,1.568,modal
modalidad,3.6,2.162,modalidad
modelado,2.45,1.791,modelado
modelar,3.208,1.911,modelar
modelo,1.591,1.008,modelo
módem,2.286,1.521,modem
moderación,2.96,1.719,moderacion
moderar,3.682,1.937,moderar
moderna,2.455,1.845,moderna
modernidad,3.4,1.936,modernidad
modernismo,2.48,1.531,modernismo
modernista,2.053,1.545,modernista
modernización,2.833,1.81,modernizacion
modernizar,3.208,1.933,modernizar
moderno,2.524,1.721,moderno
modesta,2.292,1.546,modesta
modestia,2.95,1.669,modestia
modificación,2.095,1.841,modificacion
modificar,3.095,1.7,modificar
modo,2.44,1.873,modo
modulación,2.789,1.903,modulacion
módulo,2.136,1.207,modulo
mofa,3.818,1.763,mofa
mojón,4.143,1.769,mojon
mol,2.136,1.859,mol
mole,4.375,2.06,mole
molécula,2.636,2.083,molecula
molecular,3.12,2.186,molecular
moler,3.875,1.895,moler
molesta,3.96,2.01,molesta
molesto,2.737,1.821,molesto
momentánea,2.76,1.943,momentanea
momia,2.455,1.765,momia
monaguillo,2.64,2.099,monaguillo
monarca,1.857,1.459,monarca
monárquico,1.381,0.805,monarquico
monástica,2.235,1.437,monastica
mondar,2.3,1.689,mondar
monema,1.389,0.979,monema
monetaria,1.714,1.309,monetaria
monetario,3.36,2.018,monetario
mongol,3.217,2.131,mongol
monitoreo,2.28,1.792,monitoreo
monociclo,3.095,2.095,monociclo
monografía,3.32,2.096,monografia
monolito,3.261,2.137,monolito
monólogo,2.682,1.862,monologo
mononucleosis,6.36,1.524,mononucleosis
monopatín,3.87,2.138,monopatin
monoplaza,4.08,2.344,monoplaza
monopolio,3.167,1.993,monopolio
monopoly,2.682,2.033,monopoly
monotonía,3.182,2.039,monotonia
monótono,4.68,1.651,monotono
monovolumen,3.273,2.12,monovolumen
monseñor,2.091,1.63,monsenor
montante,2.76,1.921,montante
montañismo,2.85,1.843,montanismo
montañosa,3.19,2.015,montanosa
montar,2.952,1.717,montar
monte,2.591,1.817,monte
montés,2.227,1.51,montes
montículo,3.952,2.085,monticulo
monto,2.444,1.381,monto
montura,2.68,1.952,montura
monumental,3.16,1.772,monumental
monzón,3.15,1.814,monzon
morada,2.545,1.595,morada
morado,3.455,2.262,morado
moraleja,2.238,1.546,moraleja
moralidad,2.64,1.655,moralidad
moralista,2.92,2.08,moralista
moralizador,2.6,1.848,moralizador
morar,2.136,1.167,morar
moratoria,2.667,1.839,moratoria
morbo,3.0,1.856,morbo
morbosa,3.333,2.106,morbosa
mordaz,3.25,1.86,mordaz
moreno,3.043,2.44,moreno
morera,2.1,1.683,morera
morfema,2.476,1.99,morfema
morfina,2.167,1.633,morfina
morfología,1.905,1.261,morfologia
morir,3.24,2.204,morir
morisca,3.0,2.029,morisca
moro,2.708,1.876,moro
morro,2.75,1.482,morro
mortalidad,3.16,1.795,mortalidad
mortandad,3.667,2.036,mortandad
mortero,3.45,1.572,mortero
mosaico,2.15,1.785,mosaico
moscardón,4.25,2.132,moscardon
moscón,4.263,1.821,moscon
mosquetón,3.545,2.154,mosqueton
mosquita,4.05,1.572,mosquita
mostaza,2.045,1.527,mostaza
mosto,2.304,1.769,mosto
mostrador,2.76,1.535,mostrador
mostrar,2.75,1.773,mostrar
mote,2.5,1.56,mote
motel,2.96,2.051,motel
motín,2.5,1.535,motin
motivación,3.238,1.947,motivacion
motivar,1.476,1.078,motivar
motocarro,4.261,2.115,motocarro
motocicleta,4.32,2.096,motocicleta
motociclismo,2.636,1.733,motociclismo
motocross,5.7,1.72,motocross
motora,2.273,1.486,motora
motriz,2.524,1.861,motriz
movida,3.76,1.763,movida
movilización,3.44,1.734,movilizacion
movilizar,2.318,1.961,movilizar
moza,1.762,1.3,moza
mozo,3.227,1.85,mozo
muchacha,3.3,2.273,muchacha
muchacho,2.619,1.244,muchacho
muchedumbre,3.12,1.764,muchedumbre
muchísimo,4.8,1.642,muchisimo
mucho,4.955,2.011,mucho
mucosa,4.583,1.816,mucosa
muda,3.48,2.002,muda
mudanza,2.24,1.508,mudanza
mudar,3.48,1.636,mudar
mudéjar,2.5,1.789,mudejar
mueble,2.64,1.912,mueble
muela,2.0,1.717,muela
muerte,3.727,2.12,muerte
muestreo,2.864,2.077,muestreo
mula,2.957,1.942,mula
mulato,2.636,1.814,mulato
mulita,2.235,1.48,mulita
mulo,2.333,1.903,mulo
multicultural,3.857,2.007,multicultural
multijugador,2.9,2.222,multijugador
multilateral,3.25,2.069,multilateral
multimedia,3.696,1.743,multimedia
multimillonario,3.826,2.015,multimillonario
multinacional,3.571,2.399,multinacional
múltiple,4.28,2.264,multiple
multiplicación,3.92,2.019,multiplicacion
multiplicador,2.913,1.881,multiplicador
multiplicando,2.455,1.683,multiplicando
multiplicar,2.826,2.289,multiplicar
multiplicidad,4.0,2.085,multiplicidad
multitud,3.261,2.072,multitud
multitudinaria,4.542,1.56,multitudinaria
mundano,2.8,1.508,mundano
mundial,4.227,2.266,mundial
mundialización,3.0,1.633,mundializacion
municipal,2.0,1.483,municipal
municipalidad,2.182,1.816,municipalidad
mural,3.68,2.015,mural
muralla,3.0,1.806,muralla
murciano,3.9,2.404,murciano
murmullo,4.85,2.3,murmullo
murmurar,4.045,2.081,murmurar
musa,3.4,1.958,musa
muscular,2.455,1.595,muscular
musculatura,3.36,2.396,musculatura
musgo,1.95,1.432,musgo
musical,4.2,2.142,musical
musicar,3.211,2.07,musicar
musicólogo,3.45,2.012,musicologo
muslo,3.16,1.795,muslo
musulmana,3.474,2.091,musulmana
mutante,2.3,1.342,mutante
mutismo,3.238,2.022,mutismo
mutuo,3.0,1.979,mutuo
nabo,2.048,1.987,nabo
nácar,2.211,1.548,nacar
nacarado,2.571,1.66,nacarado
nacer,2.571,1.63,nacer
nacido,1.833,1.239,nacido
naciente,2.684,1.565,naciente
nacionalidad,1.957,1.364,nacionalidad
nacionalismo,2.864,1.521,nacionalismo
nacionalista,2.76,1.964,nacionalista
nacionalización,3.24,2.26,nacionalizacion
nada,3.409,2.197,nada
nadar,2.28,1.595,nadar
nadie,3.263,2.182,nadie
nado,1.783,1.242,nado
nalga,2.6,1.875,nalga
nanosegundo,3.32,1.842,nanosegundo
napoleónica,2.0,1.483,napoleonica
napolitano,2.8,1.732,napolitano
naranja,2.87,1.961,naranja
naranjada,4.13,2.117,naranjada
naranjo,3.429,2.441,naranjo
narciso,2.125,1.569,narciso
narcotraficante,2.0,1.483,narcotraficante
narcotráfico,3.476,1.806,narcotrafico
narración,2.095,1.3,narracion
narrador,3.304,1.893,narrador
narrar,3.32,2.268,narrar
narrativa,3.44,1.96,narrativa
nasal,4.6,2.121,nasal
natación,3.0,2.236,natacion
natal,2.826,1.642,natal
natalidad,1.476,1.123,natalidad
nativa,2.429,1.832,nativa
natura,4.0,2.0,natura
naturalidad,4.261,2.05,naturalidad
naturalismo,3.4,2.082,naturalismo
naturalista,3.68,2.116,naturalista
naufragar,2.95,1.572,naufragar
náufrago,2.8,2.118,naufrago
náutico,2.84,1.7,nautico
naval,3.72,1.882,naval
navarra,2.96,2.371,navarra
navarro,2.476,1.721,navarro
nave,3.48,2.124,nave
navegable,3.28,1.768,navegable
navegación,3.19,1.601,navegacion
navegador,3.8,2.142,navegador
navegante,2.909,2.022,navegante
navideño,2.87,1.842,navideno
naviero,1.923,1.441,naviero
navío,2.222,1.833,navio
nazismo,3.435,2.212,nazismo
neblina,3.88,2.223,neblina
nebulosa,3.4,2.16,nebulosa
necedad,2.824,1.704,necedad
necesario,3.44,2.063,necesario
necesidad,3.19,1.601,necesidad
neerlandés,2.583,1.954,neerlandes
